title,authors_name,conference_name,published_year,school_institution,domain
"{
    ""title"": ""Liar, Liar, Coins on Fire! Penalizing Equivocation by Loss of Bitcoins""
}","```json
{
    ""authors"": ""Tim Ruffing, Aniket Kate, Dominique Schröder""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""CISPA, Saarland University, Purdue University""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"```json
{
    ""title"": ""LibreCAN: Automated CAN Message Translator""
}
```","```json
{
    ""authors"": ""Mert D. Pesé, Troy Stacer, C. Andrés Campos, Eric Newberry, Dongyao Chen, Kang G. Shin""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""University of Michigan""
}
```","```json
{
    ""research_domain"": ""automotive security""
}
```"
"{
    ""title"": ""Lifelong Anomaly Detection Through Unlearning""
}","{
    ""authors"": ""Min Du, Zhi Chen, Chang Liu, Rajvardhan Oak, Dawn Song""
}","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""University of California, Berkeley, Citadel Securities""
}
```","```json
{
    ""research_domain"": ""machine learning for cybersecurity""
}
```"
"{
    ""title"": ""Lightweight Techniques for Private Heavy Hitters""
}","```json
{
    ""authors"": ""Dan Boneh, Elette Boyle, Henry Corrigan-Gibbs, Niv Gilboa, Yuval Ishai""
}
```","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2021""
}","```json
{
    ""school"": ""Stanford, IDC Herzliya, EPFL, MIT CSAIL, Ben-Gurion University, Technion""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Limits of I/O Based Ransomware Detection: An Imitation Based Attack""
}","{
    ""authors"": ""Chijin Zhou, Lihua Guo, Yiwei Hou, Zhenya Ma, Quan Zhang, Mingzhe Wang, Zhe Liu, Yu Jiang""
}","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2023""
}","```json
{
    ""school"": ""BNRist, School of Software, Tsinghua University, Beijing, China, Computer Science and Technology, NUAA, Nanjing, China""
}
```","```json
{
    ""research_domain"": ""ransomware detection and mitigation""
}
```"
"{
    ""title"": ""LINKTELLER : Recovering Private Edges from Graph Neural Networks via Inﬂuence Analysis""
}","```json
{
    ""authors"": ""Fan Wu, Yunhui Long, Ce Zhang, Bo Li""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""school"": ""University of Illinois at Urbana-Champaign, ETH Zürich""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""LINKTELLER : Recovering Private Edges from Graph Neural Networks via Inﬂuence Analysis""
}","```json
{
    ""authors"": ""Fan Wu, Yunhui Long, Ce Zhang, Bo Li""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""school"": ""University of Illinois at Urbana-Champaign, ETH Zürich""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Locally Differentially Private Frequency Estimation Based on Convolution Framework""
}","{
    ""authors"": ""Huiyu Fang, Liquan Chen, Yali Liu, Yuan Gao""
}","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2023""
}
```","{
    ""school"": ""School of Cyber Science and Engineering, Southeast University, Nanjing, China, School of Computer Science and Technology, Jiangsu Normal University, Xuzhou, China""
}","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Locally Differentially Private Frequent Itemset Mining""
}","{
    ""authors"": ""Tianhao Wang, Ninghui Li, Somesh Jha""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2018""
}","```json
{
    ""school"": ""Purdue University, University of Wisconsin-Madison""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""Locally Differentially Private Sparse Vector Aggregation""
}
```","```json
{
    ""authors"": ""Mingxun Zhou, Tianhao Wang, T-H. Hubert Chan, Giulia Fanti, Elaine Shi""
}
```","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2022""
}","```json
{
    ""school"": ""Carnegie Mellon University, University of Virginia, The University of Hong Kong""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""Logical Partitions on Many-Core Platforms""
}
```","```json
{
    ""authors"": ""Ramya Jayaram Masti, Claudio Marforio, Kari Kostiainen, Claudio Soriente, Srdjan Capkun""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""Institute of Information Security, ETH Zurich""
}
```","```json
{
    ""research_domain"": ""cloud security""
}
```"
"{
    ""title"": ""LOOP: Logic-Oriented Opaque Predicate Detection in Obfuscated Binary Code""
}","{
    ""authors"": ""Jiang Ming, Dongpeng Xu, Li Wang, Dinghao Wu""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","{
    ""school"": ""College of Information Sciences and Technology, The Pennsylvania State University""
}","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
"{
    ""title"": ""Lord of the x86 Rings: A Portable User Mode Privilege Separation Architecture on x86""
}","```json
{
    ""authors"": ""Hojoon Lee, Chihyun Song, Brent Byunghoon Kang""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""CISPA Helmholtz Center i.G., GSIS, School of Computing, KAIST""
}
```","```json
{
    ""research_domain"": ""access control and authorization""
}
```"
"{
    ""title"": ""Low-effort VR Headset User Authentication Using Head-reverberated Sounds with Replay Resistance""
}","{
    ""authors"": ""Ruxin Wang, Long Huang, Chen Wang""
}","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2023""
}","{
    ""school"": ""School of Electrical Engineering and Computer Science, Louisiana State University""
}","```json
{
    ""research_domain"": ""authentication mechanisms""
}
```"
"```json
{
    ""title"": ""L￿￿￿￿: Practical Library-aware Provenance Tracing""
}
```","```json
{
    ""authors"": ""Fei Wang, Yonghwi Kwon, Shiqing Ma, Xiangyu Zhang, Dongyan Xu""
}
```","{
    ""conference"": ""ACSAC""
}","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Purdue University, University of Virginia""
}
```","```json
{
    ""research_domain"": ""advanced persistent threat detection""
}
```"
"```json
{
    ""title"": ""From WHOIS to WHOWAS: A Large-Scale Measurement Study of Domain Registration Privacy under the GDPR""
}
```","```json
{
    ""authors"": ""Chaoyi Lu, Baojun Liu, Yiming Zhang, Zhou Li, Fenglu Zhang, Haixin Duan, Ying Liu, Joann Qiongna Chen, Jinjin Liang, Zaifeng Zhang, Shuang Hao, Min Yang""
}
```","{
    ""conference"": ""NDSS""
}","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Tsinghua University, Beijing National Research Center for Information Science and Technology, University of California, Irvine, Qi An Xin Group, University of Texas at Dallas, Fudan University""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"```json
{
    ""title"": ""LVI: Hijacking Transient Execution through Microarchitectural Load Value Injection""
}
```","```json
{
    ""authors"": ""Jo Van Bulck, Daniel Moghimi, Michael Schwarz, Moritz Lipp, Marina Minkin, Daniel Genkin, Yuval Yarom, Berk Sunar, Daniel Gruss, Frank Piessens""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""imec-DistriNet, KU Leuven, Worcester Polytechnic Institute, Graz University of Technology, University of Michigan, University of Adelaide, Data61""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Machine Learning Models that Remember Too Much""
}","```json
{
    ""authors"": ""Congzheng Song, Thomas Ristenpart, Vitaly Shmatikov""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","{
    ""school"": ""Cornell University, Cornell Tech""
}","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"```json
{
    ""title"": ""Machine Learning with Membership Privacy using Adversarial Regularization""
}
```","```json
{
    ""authors"": ""Milad Nasr, Reza Shokri, Amir Houmansadr""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""University of Massachusetts Amherst, National University of Singapore""
}
```","```json
{
    ""research_domain"": ""privacy preserving computation""
}
```"
"{
    ""title"": ""Machine Unlearning""
}","```json
{
    ""authors"": ""Lucas Bourtoule, Varun Chandrasekaran, Christopher A. Choquette-Choo, Hengrui Jia, Adelin Travers, Baiwu Zhang, David Liez, Nicolas Papernot""
}
```","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2021""
}","{
    ""school"": ""University of Toronto, Vector Institute, University of Wisconsin-Madison""
}","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""Comparative Analysis of DoT and HTTPS Certiﬁcate Ecosystems""
}
```","```json
{
    ""authors"": ""Ali Sadeghi Jahromi, AbdelRahman Abdou""
}
```","```json
{
    ""conference"": ""MADWeb""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Carleton University""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"```json
{
    ""title"": ""What the Fork? Finding and Analyzing Malware in GitHub Forks""
}
```","```json
{
    ""authors"": ""Alan Cao, Brendan Dolan-Gavitt""
}
```","```json
{
    ""conference"": ""MADWeb""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""school"": ""NYU""
}
```","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
"{
    ""title"": ""Make Some ROOM for the Zeros: Data Sparsity in Secure Distributed Machine Learning""
}","{
    ""authors"": ""Phillipp Schoppmann, Adrià Gascón, Mariana Raykova, Benny Pinkas""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Humboldt-Universität zu Berlin, The Alan Turing Institute, University of Warwick, Google, Bar-Ilan University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Making Smart Contracts Smarter""
}","```json
{
    ""authors"": ""Loi Luu, Duc-Hiep Chu, Hrishi Olickel, Prateek Saxena, Aquinas Hobor""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2016""
}
```","{
    ""school"": ""National University of Singapore, Yale-NUS College""
}","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"```json
{
    ""title"": ""MalGene: Automatic Extraction of Malware Analysis Evasion Signature""
}
```","```json
{
    ""authors"": ""Dhilung Kirat, Giovanni Vigna""
}
```","```json
{
    ""conference"": ""CCS""
}
```","{
    ""year"": ""2015""
}","{
    ""school"": ""University of California, Santa Barbara""
}","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
"{
    ""title"": ""Malicious-Client Security in Blind Seer: A Scalable Private DBMS""
}","```json
{
    ""authors"": ""Ben A. Fisch, Binh Vo, Fernando Krell, Abishek Kumarasubramanian, Vladimir Kolesnikov, Tal Malkin, Steven M. Bellovin""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""Columbia University, UCLA, Bell Labs""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""MalMax: Multi-Aspect Execution for Automated Dynamic Web Server Malware Analysis""
}","```json
{
    ""authors"": ""Abbas Naderi-Afooshteh, Yonghwi Kwon, Anh Nguyen-Tuong, Ali Razmjoo-Qalaei, Mohammad-Reza Zamiri-Gourabi, Jack W. Davidson""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""University of Virginia, ZDResearch""
}
```","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
"```json
{
    ""title"": ""Man-in-the-Middle Attacks without Rogue AP: When WPAs Meet ICMP Redirects""
}
```","```json
{
    ""authors"": ""Xuewei Feng, Qi Li, Kun Sun, Yuxiang Yang, Ke Xu""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Tsinghua University, George Mason University""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""Manipulating Machine Learning: Poisoning Attacks and Countermeasures for Regression Learning""
}","```json
{
    ""authors"": ""Matthew Jagielski, Alina Oprea, Battista Biggio, Chang Liu, Cristina Nita-Rotaru, Bo Li""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Northeastern University, Univ. Cagliary, UC Berkeley""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""Manipulation Attacks in Local Differential Privacy""
}","```json
{
    ""authors"": ""Albert Cheu, Adam Smith, Jonathan Ullman""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Khoury College of Computer Sciences, Northeastern University, Department of Computer Science, Boston University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Mapping to Bits: Efficiently Detecting Type Confusion Errors""
}","{
    ""authors"": ""Chengbin Pang, Yunlan Du, Bing Mao, Shanqing Guo""
}","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Nanjing University, Shandong University""
}
```","```json
{
    ""research_domain"": ""software and application security""
}
```"
"```json
{
    ""title"": ""MarkUs: Drop-in use-after-free prevention for low-level languages""
}
```","```json
{
    ""authors"": ""Sam Ainsworth, Timothy M. Jones""
}
```","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2020""
}","```json
{
    ""school"": ""University of Cambridge, UK""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"```json
{
    ""title"": ""M/a.sc/r.sc/m.sc/i.sc/t.sc/e.sc: Spreading Malicious File Reputation Through Download Graphs""
}
```","```json
{
    ""authors"": ""Gianluca Stringhini, Yun Shen, Yufei Han, Xiangliang Zhang""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""University College London, Symantec Research Labs, King Abdullah University of Science and Technology""
}
```","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
"{
    ""title"": ""MASCOT: Faster Malicious Arithmetic Secure Computation with Oblivious Transfer""
}","```json
{
    ""authors"": ""Marcel Keller, Emmanuela Orsini, Peter Scholl""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""Department of Computer Science, University of Bristol""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""Matched and Mismatched SOCs: A Qualitative Study on Security Operations Center Issues""
}
```","```json
{
    ""authors"": ""Faris Bugra Kokulu, Ananta Soneji, Tiffany Bao, Yan Shoshitaishvili, Ziming Zhao, Adam Doupé, Gail-Joon Ahn""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Arizona State University, Rochester Institute of Technology, Samsung Research""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
